element_type,osmid,amenity,check_date,created_by,name,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,fax,isced:level,old_name,phone,ref:educamadrid,short_name,operator:type,email,website,opening_hours,wheelchair,operator,language:de,contact:facebook,mobile,office,alt_name,description,source,source:date,addr:country,barrier,level,contact:phone,contact:website,nursery,wheelchair:description:es,language:en,wikidata,wikipedia,after_school,fee,preschool,max_age,min_age,building:use,nodes,building,fence_type,denomination,religion,school:language,name:etymology:wikidata,fence,height,language:fr,building:material,roof:height,roof:shape,building:levels,ways,type
node,266170895,kindergarten,,,Marce,POINT (-3.7694349 40.383018),,37,28044,Avenida de Las Águilas,,0,,+34917059105,28061936,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266170898,kindergarten,,,Escuela Infantil Privada Mafalda,POINT (-3.7013013 40.4318731),,18,28010,Calle de Palafox,,0,,+34680366888;+34914475258;+34619936725,28061924,EIPR Mafalda,private,mafaldosdechamberi@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266170901,kindergarten,,,Escuela Infantil Privada Santa María,POINT (-3.6495207 40.4351013),Madrid,60,28027,Calle de la Virgen de Lluc,,0,,+34914036459;+34696635202,28061951,EIPR Santa María,private,burgosperezcb@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266170907,kindergarten,,,Escuela Infantil Privada Sandy,POINT (-3.6527403 40.4693976),,15,28033,Calle Seo de Urgel,,0,,+34917669384;+34619174174,28061973,EIPR Sandy,private,e_i_sandy@hotmail.com,http://www.escuela-infantil-sandy.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266170909,kindergarten,,,Escuela Infantil Privada Woody,POINT (-3.7568952 40.3933423),,96,28047,Calle de Camarena,,0,,+34911439378;+34619635090,28061961,EIPR Woody,private,escuelainfantilwoody@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266170915,kindergarten,,,La Casita,POINT (-3.6194871 40.4178337),,3,28032,Calle Rávena,,0,,+34913062682,28061821,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266170934,kindergarten,,,"Centro Privado de Educación Infantil Micos, Mi Primer Cole",POINT (-3.686897 40.4469484),Madrid,16,28002,Calle del Guadalquivir,+34917451792,0,,+34917451791;+34607620211,28061882,"CPEI Micos, Mi Primer Cole",private,luisa@micosmiprimercole.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266170979,kindergarten,,,Escuela Infantil Privada Geminis,POINT (-3.7046901 40.4898221),,19,28034,Calle del Collado del Viento,,0,,+34917340455,28060181,EIPR Geminis,private,olgalazara@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266170987,kindergarten,,,El Arrullo II,POINT (-3.6185789 40.3769736),,17,28031,Calle de los Montes de Barbanza,,0,,+34913315863,28060178,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171019,kindergarten,,,Centro Estímulos,POINT (-3.6153115 40.4547309),,17,28042,Calle de Guadalajara,+34916318231,0,,+34913200870,28060014,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171021,kindergarten,,,Escuela Infantil Privada El Rey de la Casa,POINT (-3.7647988 40.39266),,54,28024,Calle de Maqueda,,0,,+34915182182;+34600669018,28060051,EIPR El Rey de la Casa,private,eielreydelacasa@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171037,kindergarten,,,Escuela Infantil Privada El Chovo,POINT (-3.6619644 40.3898517),,23,28018,Calle de Carlos Martín Álvarez,+34914771327,0,,+34914775949,28060002,EIPR El Chovo,private,elchovo@materclem.es,https://www.materclem.es/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171043,kindergarten,,,Pequeño/A Compañero/A,POINT (-3.7094484 40.3466444),,1,28021,Calle de Santa Cristina,+34915052183,0,,+34917970424,28060117,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171049,kindergarten,,,El Parque,POINT (-3.642169 40.4707614),,39,28033,,+34913813284,0,,+34913813284,28060130,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171052,kindergarten,,,Escuela Infantil Privada Cinco Estrellas,POINT (-3.6152586 40.4401981),,24,28022,Avenida de Canillejas a Vicálvaro,+34917420825,0,,+34913203806;+34917420825,28060129,EIPR Cinco Estrellas,private,cei5estrellas@5estrellas.e.telefonica.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171056,kindergarten,2023-08-17,,Escuela Infantil Privada Minimos y Diminutos,POINT (-3.7608216 40.3988045),,28,28024,Calle de Seseña,,0,,+34915185289;+34693 29 64,28060063,EIPR Minimos y Diminutos,private,minimosydiminutos@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171064,kindergarten,,,Caperucita,POINT (-3.7229861 40.4651336),,12,28035,Calle Isla de Nelson,+34913169706,0,,+34913169706,28059838,,private,,http://www.eicaperucita.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171074,kindergarten,,,El Arrullo III,POINT (-3.6191838 40.3768305),,23,28031,Calle de los Montes de Barbanza,,0,,+34913315863,28059796,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171081,kindergarten,,,Escuela Infantil Privada Arco Iris,POINT (-3.6531017 40.4079016),,3,28030,Plaza del Corregidor Sancho de Córdoba,,0,,+34914372185;+34666296921,28059826,EIPR Arco Iris,private,arcoirismoratalaz@hotmail.com,http://arcoirismoratalaz.blogspot.com.es/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171094,kindergarten,,,Disney,POINT (-3.6311068 40.403605),,26,28030,Calle de Valdebernardo,,0,,+34917734418,28059887,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171132,kindergarten,,,Escuela Infantil Privada La Jirafa,POINT (-3.6371502 40.4635656),Madrid,6,28043,Calle de las Sicélidas,+34913003491,0,,+34913003491,28061067,EIPR La Jirafa,private,NUEVOSPROYECTOSEI@HOTMAIL.COM,,Mo-Fr 07:00-19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171135,kindergarten,,,Escuela Infantil Privada Cangurito,POINT (-3.6413412 40.4451115),,65,28027,Calle del General Aranaz,,0,,+34917422469;+34677934452,28061134,EIPR Cangurito,private,cangurito@cangurito.com,https://cangurito.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171137,kindergarten,,,Dumbo,POINT (-3.6355024 40.4739708),,8,28033,Calle Sincelejo,,0,,+34917644462,28061122,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171140,kindergarten,,,Escuela Infantil Privada Cuatro Pecas el Carmen,POINT (-3.7102564 40.4075478),Madrid,9,28005,Calle Capitán Salazar Martínez,+34659595271,0,,+34913657910;+34659595271,28061110,EIPR Cuatro Pecas el Carmen,private,cuatropecas@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171143,kindergarten,,,El Desván,POINT (-3.664914 40.3938707),,8,28053,Colonia de Erillas,,0,,,28060831,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171144,kindergarten,,,Escuela Infantil Privada Cosquillas II,POINT (-3.6933444 40.3883121),Madrid,26,28045,Calle del Teniente Coronel Noreña,,0,,+34915272673;+34640634908,28060841,EIPR Cosquillas II,private,eicosquillas@gmail.com,https://www.escuelainfantilcosquillas.es/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171146,kindergarten,,,Escuela Infantil Privada Tanuca,POINT (-3.6094213 40.4283283),,36,28022,Calle de Longares,,0,,+34722509730,28060828,EIPR Tanuca,private,tanucaescuelainfantil@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171147,kindergarten,,,Escuela Infantil Privada Monkey Banana,POINT (-3.7143155 40.3471065),,9,28021,Calle del Sulfato,,0,,+34695427416;+34637251489,28060877,EIPR Monkey Banana,private,bananaymelon.sl@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171154,kindergarten,,,Escuela Infantil Privada Nanos,POINT (-3.7181442 40.4749813),,43,28029,Calle de La Bañeza,,0,,+34913861519;+34686355814,28060890,EIPR Nanos,private,adelaleon@escuelainfantilnanos.es,https://www.escuelainfantilnanos.es/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171155,kindergarten,,,Picolos,POINT (-3.7580228 40.3930287),,117,28047,Calle de Valmojado,,0,,+34917193638,28060907,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171172,kindergarten,,,Infancia y Empresa Kidsco El Plantío,POINT (-3.8325206 40.4732354),,63,28023,Avenida de la Victoria,+34917080207,0,,+34913076220,28060749,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171180,kindergarten,,,Escuela Infantil Privada Yaki,POINT (-3.6707735 40.4524932),,49,28016,Avenida de Ramón y Cajal,,0,,+34915190127;+34669627216,28060476,EIPR Yaki,private,info@eiyaki.com,,,,,,https://www.facebook.com/escuelainfantilyaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171203,kindergarten,,,Escuela Infantil Privada El Mundo de Mozart I,POINT (-3.5773757 40.444438),,14,28022,Calle de Nanclares de Oca,,0,,+34605812080;+34917470971,28064241,EIPR El Mundo de Mozart I,private,cc.elmundodemozart.madrid@educa.madrid.org,https://elmundodemozart.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171215,kindergarten,,,Escuela Infantil Privada Colorines,POINT (-3.6858569 40.356641),,40,28041,Calle Flora Tristán,,0,,+34917972133;+34600773556,28064135,EIPR Colorines,private,e.i.colorines@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171217,kindergarten,,,Escuela Infantil Privada San Jorge,POINT (-3.6460411 40.4472736),,85,28027,Calle del General Aranaz,,0,,+34917434536;+34671525992,28064159,EIPR San Jorge,private,directora@sanjorgeschool.com,https://sanjorgeschool.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171220,kindergarten,,,Escuela Infantil Privada Ñecos,POINT (-3.6445697 40.4277265),,10,28017,Calle de Guillén de Castro,,0,,+34913770231;+34635449759,28064433,EIPR Ñecos,private,martaaguayo20@hotmail.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171229,kindergarten,,,Escuela Infantil Privada Pequeñilandia,POINT (-3.6992705 40.3498025),,42,28041,Calle de la Virgen de los Desamparados,,0,,+34917951200;+34606357929,28064354,EIPR Pequeñilandia,private,enky123@yahoo.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171276,kindergarten,,,Escuela Infantil Privada Peques,POINT (-3.6183305 40.4344341),,5,28037,Calle de Fernando VII,,0,,+34917545302;+34635888227,28064895,EIPR Peques,private,info@escuelapeques.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171280,kindergarten,,,Escuela Infantil Privada María Auxiliadora,POINT (-3.6941951 40.3593359),,19,28041,Calle de Pan y Toros,,0,,+34913182739;+34641690362,28064901,EIPR María Auxiliadora,private,eimariaauxiliadora@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171286,kindergarten,,,Escuela Infantil Privada Tobogan II,POINT (-3.7088712 40.3926953),,13,28019,Calle del Marqués de Jura Real,,0,,+34914609250;+34659903898;+34678978957,28064809,EIPR Tobogan II,private,cc.tobogan.madrid@educa.madrid.org,,Mo-Fr 07:30-17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171287,kindergarten,,,Centro Privado de Educación Infantil Pekes,POINT (-3.618452 40.3793535),,32,28031,Calle Real de Arganda,,0,,+34913329237,28064834,CPEI Pekes,private,pekesvi@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171288,kindergarten,,,Escuela Infantil Privada Kinderin,POINT (-3.7584861 40.3733774),,11,28044,Calle Condesa de Teba,,0,,+34917108631;+34655172433,28064822,EIPR Kinderin,private,info@kinderin.es,https://www.kinderin.es/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171289,kindergarten,,,Escuela Infantil Privada Little Jungle,POINT (-3.608506 40.4025679),,6,28032,Calle del Lago Titicaca,,0,,+34910594126;+34681061806;+34626635966,28064858,EIPR Little Jungle,private,eilittlejungle@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171292,kindergarten,,,Pelocho,POINT (-3.6692699 40.5114099),,3,28050,Calle de Ligonde,,0,,+34917505392,28064871,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171296,kindergarten,,,Escuela Infantil Privada Los Solecitos,POINT (-3.7203105 40.3863796),,19,28019,Calle de la Vía,+34914691973,0,,+34914691973;+34682644015,28065061,EIPR Los Solecitos,private,info@escuelainfantilsolecitos.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171302,kindergarten,,,Escuela Infantil Privada Mamá Queca II,POINT (-3.6530867 40.4665863),,7,28043,Calle Sánchez Guerrero,,0,,+34913887424;+34687956282;+34627439191,28065127,EIPR Mamá Queca II,private,eimamaqueca@gmail.com,https://mamaqueca.es/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171309,kindergarten,,,Escuela Infantil Privada Ms Kids,POINT (-3.691757 40.3929208),Madrid,15,28045,Calle del Hierro,,0,,+34915300127;+34638514551,28065024,EIPR Ms Kids,private,info@escuelamskids.com,https://www.escuelamskids.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171313,kindergarten,,,Escuela Infantil Privada El Osito 2,POINT (-3.6667062 40.4451898),,58,28002,Calle del Corazón de María,,0,,+34914159758;+34914134642;+34912194455,28064573,EIPR El Osito 2,private,info@escuelainfantilelosito.com,http://www.escuelainfantilelosito.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171314,kindergarten,,,Bambi,POINT (-3.6010089 40.4234626),,51,28022,Paseo de Ginebra,,0,,+34917757862,28064561,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171315,kindergarten,,,Escuela Infantil Privada Nemomarlin Butarque,POINT (-3.6771178 40.3475755),,3,28021,Calle Berrocal,,0,,+34917235070;+34652309046,28064551,EIPR Nemomarlin Butarque,private,butarque@escuelanemomarlin.com,https://escuelanemomarlin.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171318,kindergarten,,,Letras,POINT (-3.6701712 40.4309928),,5,28028,Calle de Francisco Navacerrada,,0,,+34679137279,28064627,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171319,kindergarten,,,San Miguel,POINT (-3.7500524 40.4042335),,98,28011,Calle de Cebreros,,0,,+34914797105,28064615,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171321,kindergarten,,,Escuela Infantil Privada Quita y Pon,POINT (-3.6992039 40.4499918),,41,28020,Calle de Don Quijote,,0,,+34915333044;+34617815233,28064500,EIPR Quita y Pon,private,contabilidadquitaypon@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171324,kindergarten,,,Escuela Infantil Privada Los Pitufos,POINT (-3.6972505 40.3601984),,8,28041,Calle de La Chulapona,,0,,+34913179895;+34640221289,28064470,EIPR Los Pitufos,private,mupra2000@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171325,kindergarten,,,Jesusito de mi Vida,POINT (-3.7131223 40.4413667),,5,28003,Calle de Melquíades Álvarez,,0,,+34915339828,28064548,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171327,kindergarten,,,Escuela Infantil Privada Luna Lunera,POINT (-3.7560316 40.3613576),,60,28044,Avenida de la Peseta,,0,,+34913094632;+34615443126;+34646401661,28064524,EIPR Luna Lunera,private,cei.lunalunera.18@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171339,kindergarten,,,Escuela Infantil Privada Los Retoños,POINT (-3.7497663 40.4050101),,90,28011,Calle de Cebreros,,0,,+34914797301;+34690624803,28064676,EIPR Los Retoños,private,rociogopi@hotmail.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171349,kindergarten,,,Escuela Infantil Privada Cucutras,POINT (-3.6371683 40.4642322),,6,28043,Plaza Patricio Aguado,,0,,+34913002257;+34625350143,28062886,EIPR Cucutras,private,cucutras@cucutras.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171351,kindergarten,,,Ronte,POINT (-3.7268096 40.3896072),,11,28019,Calle de Roy,,0,,+34914710473,28062898,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171352,kindergarten,,,Escuela Infantil Privada Merlin,POINT (-3.6040943 40.4049975),,51,28032,Calle de Mercurio,,0,,+34917753742;+34606081228,28062825,EIPR Merlin,private,info@escuelamerlin.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171354,kindergarten,,,Escuela Infantil Privada El Duende Azul,POINT (-3.6192131 40.369818),,5,28031,Calle de Culla,+34913324889,0,,+34913324889,28062849,EIPR El Duende Azul,private,escuelaelduendeazul@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171356,kindergarten,,,Los Soletes,POINT (-3.587795 40.4724389),,23,28042,Calle del Timón,+34913057262,0,,+34913057262,28062941,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171357,kindergarten,,,Escuela Infantil Privada Dina Condado,POINT (-3.6688838 40.480859),,35,28033,Calle del Condado de Treviño,,0,,+34913021746;+34696383420,28062953,EIPR Dina Condado,private,dinacondado@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171358,kindergarten,,,Escuela Infantil Privada Dina Condado-2,POINT (-3.6690211 40.480735),,35,28033,Calle del Condado de Treviño,,0,,+34913021746;+34696383420,28062965,EIPR Dina Condado-2,private,dinacondado@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171359,kindergarten,2023-06-17,,Escuela Infantil Privada Cocolan Cve,POINT (-3.7089005 40.4020032),,25,28005,Paseo de Juan Antonio Vallejo-Nájera Botas,+34914739382,0,,+34914739382,28062977,EIPR Cocolan Cve,private,cocolan@cve.edu.es,https://cve.edu.es/escuelas-infantiles/cocolan-cve/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171362,kindergarten,,,Escuela Infantil Privada Chiqui,POINT (-3.7076543 40.4337608),,13,28015,Calle de Fernando el Católico,,0,,+34915933096,28062916,EIPR Chiqui,private,info@escuelainfantilchiqui.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171363,kindergarten,,,Escuela Infantil Privada Sagrados Corazones,POINT (-3.6963585 40.4553872),,19,28020,Calle General Cabrera,,0,,+34660419638,28062928,EIPR Sagrados Corazones,private,direccion@eisagradoscorazones.com,http://www.escuelainfantilsagradoscorazones.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171365,kindergarten,,,La Casa de Papel,POINT (-3.647477 40.4395991),,4,28027,Calle de Los Arfe,,0,,+34913671734,28063039,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171375,kindergarten,,,La Cenicienta,POINT (-3.6571268 40.3794109),,13,28018,Calle de La Cenicienta,,0,,,28063040,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171376,kindergarten,,,Fantasía,POINT (-3.7069136 40.3819713),Madrid,15,28026,Calle del Jaspe,,0,,+34914753551,28062990,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171381,kindergarten,,,Garabatos y Ocho Patos,POINT (-3.710425 40.4014798),Madrid,6,28005,Calle de Melilla,,0,,+34914740446,28063118,,private,,https://www.garabatosyochopatos.com/centros.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171383,kindergarten,,,El Elefante,POINT (-3.6626642 40.4700076),,20,28033,Calle Burgo de Osma,+34913024313,0,,+34913024313,28063131,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171384,kindergarten,,,Escuela Infantil Privada Little Witch,POINT (-3.6762436 40.4714182),,2,28036,Calle de la Buganvilla,,0,,+34911305715;+34657511576,28063121,EIPR Little Witch,private,info@escuelalittlewitch.es,https://www.escuelalittlewitch.es/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171385,kindergarten,,,Escuela Infantil El Bosque,POINT (-3.6916096 40.4038674),,32,28045,Calle de las Delicias,+34915271590,0,,+34915271590,28063076,EEI El Bosque,public,eei.elbosque.madrid@educa.madrid.org,http://www.educa.madrid.org/eei.elbosque.madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171386,kindergarten,,,Escuela Infantil Tarabilla,POINT (-3.6348979 40.4236371),,14,28037,Calle Gandhi,,0,,+34913047164,28063064,EEI Tarabilla,public,eei.tarabilla.madrid@educa.madrid.org,http://www.educa.madrid.org/eei.tarabilla.madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171387,kindergarten,,,Escuela Infantil Risitas,POINT (-3.6869668 40.4456958),,12,28002,Calle de Joaquín Costa,,0,,,28063091,EEI Risitas,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171443,kindergarten,,,La Guarde II,POINT (-3.6614787 40.4878939),,137,28050,Calle de Oña,+34917660971,0,,+34917660971,28062515,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171485,kindergarten,,,Escuela Infantil Privada El Pequeño Sol,POINT (-3.7651946 40.3762459),,1,28044,Calle del Rompedizo,,0,,+34917050037;+34687761298,28062503,EIPR El Pequeño Sol,private,marisol.perea@escuelainfantilpequesol.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171499,kindergarten,,,Escuela Infantil Privada Pinocho,POINT (-3.675476 40.4056432),Madrid,36,28007,Calle de Cavanilles Particular,,0,,+34914334475;+34656900819,28062655,EIPR Pinocho,private,administracion@colegioinfantilpinocho.com,https://www.colegioinfantilpinocho.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171502,kindergarten,,,Escuela Infantil Privada Los Renacuajos,POINT (-3.7001241 40.4774333),,31,28029,Calle de Melchor Fernández Almagro,,0,,+34913144722,28062591,EIPR Los Renacuajos,private,renacuajos@telefonica.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171505,kindergarten,,,La Casa del Niño,POINT (-3.6082046 40.3950323),Madrid,70,28032,Calle de Minerva,,0,,+34917763711,28062576,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171509,kindergarten,,,Escuela Infantil Privada Kind For Kids,POINT (-3.6547116 40.4437266),,65,28027,Calle de Torrelaguna,+34913260539,0,Chiquitín,+34914043035;+34609132522,28062710,EIPR Kind For Kids,private,torrelaguna@escuelachiquitin.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171523,kindergarten,,,Escuela Infantil Privada Albéniz 2,POINT (-3.7519263 40.3872757),,112,28047,Calle de Ocaña,,0,,+34616474895;+34917192578,28062795,EIPR Albéniz 2,private,ocana@escuelainfantilalbeniz.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171524,kindergarten,,,Escuela Infantil Privada Kika,POINT (-3.6873822 40.3907752),Madrid,24,28045,Calle Antracita,,0,,+34914674492;+34629689041,28062783,EIPR Kika,private,info@escuelainfantilkika.com,https://www.escuelainfantilkika.com/,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171528,kindergarten,,,Trastitos,POINT (-3.6780108 40.5110913),,18,28050,,,0,,+34913589928,28062761,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171532,kindergarten,,,Escuela Infantil Privada Jardín Kinderland,POINT (-3.6926902 40.4553281),,13,28020,Calle del Poeta Joan Maragall,,0,,+34915552068,28062746,EIPR Jardín Kinderland,private,info@jardinkinderland.es,https://www.jardinkinderland.es/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171535,kindergarten,,,Los Peques,POINT (-3.7086234 40.4565617),,51,28039,Calle de Francos Rodríguez,,0,,+34914595532,28063490,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171537,kindergarten,,,Escuela Infantil Privada Muñecos,POINT (-3.599543 40.4017768),,25,28032,Calle de Minerva,,0,,+34685811850;+34917753691,28063507,EIPR Muñecos,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171539,kindergarten,,,Rabel,POINT (-3.6318535 40.467823),,37,28043,Calle de Las Pedroñeras,,0,,+34913880684,28063519,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,266171543,kindergarten,,,Diversión y Talento Diventium II,POINT (-3.7459113 40.3781256),,14,28025,Calle de la Época,+34914614822,0,,+34914628994,28063532,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
