element_type,osmid,created_by,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,barrier,amenity,email,fax,isced:level,name,operator,operator:type,phone,ref:educamadrid,short_name,website,school:language,wheelchair,wikidata,old_name,addr:unit,bus_routes,canteen,extended_hours,internet_access,school:type,start_date,denomination,language:fr,religion,alt_name,wikipedia,language:it,language:en,language:nl,language:ar,note,language:de,official_name,fixme,drink:club-mate,addr:housename,int_name,addr:country,name:es,shop,office,contact:email,contact:fax,contact:phone,description,fair_trade,image,source,name:en,opening_hours,education,material,contact:website,min_age,school,name:ja,nodes,name:etymology:wikidata,name:fr,ref:AEFE,fence_type,pedagogy,url,designation,height,grades,building,wall,community,community:en,community:fr,community:gender,nohousenumber,building:levels,toilets:wheelchair,wheelchair:description,construction,landuse,roof:levels,roof:shape,addr:milestone,addr:ref,check_date,building:name,language:ja,year_of_construction,level,building:use,disused,max_level,min_level,type,mobile,wikimedia_commons,addr:place,ways
way,11480832,,"POLYGON ((-3.6806476 40.4676242, -3.6792512 40.4677328, -3.6788178 40.468081, -3.6783062 40.4681329, -3.6782215 40.4682437, -3.6777318 40.4684574, -3.6775394 40.4686354, -3.6776752 40.4688706, -3.6776907 40.4690331, -3.6777014 40.4691461, -3.6776419 40.4692535, -3.6775996 40.46924, -3.677458 40.4695064, -3.6775301 40.470251, -3.6777985 40.4710016, -3.6780281 40.4716282, -3.6781724 40.472026, -3.6782392 40.4722302, -3.6784264 40.4727501, -3.6789108 40.472641, -3.679709 40.4709996, -3.6813052 40.4708272, -3.6813104 40.4707753, -3.6813064 40.4706672, -3.6813051 40.4704054, -3.6805268 40.4704594, -3.6805661 40.4696348, -3.6805669 40.4695756, -3.6805764 40.4693024, -3.6805813 40.469174, -3.6806008 40.468798, -3.6806051 40.4687056, -3.6806476 40.4676242))",Madrid,5,28036,Plaza del Duque de Pastrana,fence,school,cc.nsdelrecuerdo.madrid@educa.madrid.org,+34913839668,0;1;2,"Centro Privado de Educación Infantil, Primaria y Secundaria Nuestra Señora del Recuerdo",,private,+34913022640,28013371,CPEIPS Nuestra Señora del Recuerdo,http://www.educa.madrid.org/cc.nsdelrecuerdo.madrid,es;en,,Q16550280,,,,,,,,,catholic,,christian,,es:Colegio Nuestra Señora del Recuerdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[102277097, 102277098, 102277099, 102277101, 102277102, 102277104, 102277105, 3317821953, 4480807487, 3317821954, 102277106, 102277108, 102277109, 102277110, 8805521242, 4307293307, 5825114842, 4307293308, 102277111, 102277112, 102277113, 102277114, 7216954452, 7216954451, 102277115, 102277117, 7216953263, 7216953262, 7216953253, 7216953252, 6083584089, 6083584090, 102277097]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,14448787,,"POLYGON ((-3.6910535 40.4708838, -3.6908817 40.471169, -3.6906918 40.4714796, -3.6906353 40.471572, -3.6905838 40.4716563, -3.6908016 40.4717342, -3.6907623 40.471793, -3.6909019 40.4718436, -3.691009 40.4718823, -3.6910335 40.4718912, -3.691123 40.4719236, -3.6911898 40.4718154, -3.6913343 40.4717982, -3.6914852 40.4717458, -3.6916715 40.4714522, -3.6918915 40.4711056, -3.6919501 40.4710132, -3.691365 40.4708069, -3.6912763 40.4709615, -3.6910535 40.4708838))",,96,28029,Calle del Cañaveral,,school,cc.padrepiquer.madrid@educa.madrid.org,+34913231744,2,Centro Privado de Educación Secundaria Padre Piquer,,private,+34913153947,28006019,CPES Padre Piquer,https://padrepiquer.es/,,,,,,,,,,,,,,,Centro de Formación Padre Piquer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[141675253, 3386159463, 4387307318, 4387307330, 141675254, 141675255, 141675256, 4397606895, 4397606899, 4397606902, 141675258, 141675260, 141675261, 141675263, 4387307331, 4387307333, 141675265, 141675266, 141675267, 141675253]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,14467984,,"POLYGON ((-3.684639 40.4627306, -3.6843652 40.4624787, -3.6841613 40.4623078, -3.6841315 40.462286, -3.6838919 40.462111, -3.6834748 40.4618492, -3.6831734 40.4616918, -3.6824382 40.4624176, -3.6821995 40.4627505, -3.6823514 40.462851, -3.6828396 40.4632612, -3.6845794 40.4633578, -3.6846034 40.463105, -3.684639 40.4627306))",,2,28036,Plaza Madre Molas,,school,cc.nsconsolacion.madrid@educa.madrid.org,,0;1;2,"Centro Privado de Educación Infantil, Primaria y Secundaria Nuestra Señora de la Consolación",,private,+34913592905;+34913592904,28013051,CPEIPS Nuestra Señora de la Consolación,https://www.consolacionmadrid.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[141993256, 141993257, 141993258, 9270551891, 141993260, 141993261, 141993262, 141993264, 141993265, 141993267, 141993268, 141993270, 9270551892, 141993256]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,15230976,,"POLYGON ((-3.7142258 40.4477195, -3.7139859 40.4477786, -3.7134823 40.4478992, -3.7129724 40.4480224, -3.7127098 40.4480871, -3.7125913 40.4481162, -3.7125807 40.4480938, -3.7125708 40.448073, -3.7125271 40.4479765, -3.7123781 40.4476477, -3.7122351 40.4473122, -3.7122125 40.4472593, -3.7121956 40.4472212, -3.7125607 40.4471304, -3.712583 40.4471249, -3.7126117 40.4471175, -3.7132222 40.4469697, -3.7136834 40.4468559, -3.7138177 40.4468228, -3.7138447 40.4468114, -3.7138825 40.4469188, -3.713917 40.4469998, -3.7139365 40.4470519, -3.7139594 40.4471068, -3.7139717 40.4471346, -3.7141148 40.4474544, -3.7142124 40.4476875, -3.7142258 40.4477195))",Madrid,30,28040,Calle Juan Montalvo,,school,cc.nsdelbuenconsejo.madrid@educa.madrid.org,+34915358498,0;1;2,"Centro Privado de Educación Infantil, Primaria y Secundaria Nuestra Señora del Buen Consejo",,private,+34914561870,28008211,CPEIPS Nuestra Señora del Buen Consejo,https://www.buenconsejo-madrid.com/,es;en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[150760871, 2850095874, 2850095879, 2850095884, 6042449274, 150760874, 6042420247, 3197987504, 6238519853, 3197987505, 6238519852, 3455857295, 150760877, 3455852981, 6238519848, 3455852978, 3455852971, 6238519850, 6042420210, 150760883, 6042420208, 6042420207, 3455852977, 6238519851, 6238519854, 8502150335, 6238514446, 150760871]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,16322048,,"POLYGON ((-3.6977054 40.4061991, -3.6976866 40.4062331, -3.6970631 40.4064059, -3.6964224 40.4065833, -3.6963758 40.4064863, -3.6963227 40.4063756, -3.6960987 40.4064378, -3.6959764 40.4061813, -3.6956941 40.4055869, -3.6956249 40.4054366, -3.696008 40.4053739, -3.6962022 40.4053427, -3.6965579 40.4052843, -3.6970409 40.4052054, -3.6970797 40.4052197, -3.6971804 40.4053754, -3.6976523 40.4061189, -3.6977054 40.4061991))",,27,28012,Ronda de Atocha,,school,,,,Colegio Salesianos de Atocha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[167302403, 2297581679, 2297581685, 167302420, 5634577571, 2297581684, 2297581686, 2297581678, 2297581657, 167302427, 2297581643, 2297581640, 2297581637, 167302431, 2297581635, 2297581644, 1152646823, 167302403]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,20627814,,"POLYGON ((-3.6414384 40.4596365, -3.6393452 40.4586191, -3.638583 40.4583317, -3.6382545 40.4572375, -3.6386745 40.4571945, -3.6400866 40.4569425, -3.6406732 40.456809, -3.6422028 40.4567237, -3.642506 40.4567771, -3.6430099 40.457057, -3.6433584 40.4572151, -3.6437123 40.4572905, -3.6438364 40.4576384, -3.643617 40.4579456, -3.6432705 40.4584357, -3.6427356 40.4590723, -3.6422611 40.4595693, -3.6419652 40.4598978, -3.6414384 40.4596365))",Madrid,1,28043,Plaza del Liceo,,school,etudesespagnoles@lfmadrid.org,+34913001952,,Lycee Français de Madrid,,private,+34917489490;+34917489493,28021872,,https://www.lfmadrid.net/,,,Q19572729,,,,,,,,,,main,,,es:Liceo Francés de Madrid,,,,,,,,,,,,,Liceo Francés de Madrid,,,,,,,,,,,,,,,,,,"[221431687, 2988180275, 221431688, 221431689, 4741378277, 4753236092, 221431691, 221431692, 2945979574, 2945979573, 2945979575, 221431693, 2945979576, 221431694, 2988180267, 2945979577, 2945979578, 2945979579, 221431687]",,Lycée Français de Madrid,265O22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23290303,,"POLYGON ((-3.5843039 40.4707337, -3.5843751 40.4706773, -3.5842318 40.4703414, -3.5841416 40.4702914, -3.5832939 40.4702794, -3.5832138 40.4703336, -3.5831899 40.4706832, -3.5832777 40.4707334, -3.5843039 40.4707337))",,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[252108485, 1687383443, 252108486, 1687383505, 252108487, 1687383467, 252108488, 252108489, 252108485]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23290531,,"POLYGON ((-3.5921807 40.4607059, -3.5921703 40.460683, -3.5917771 40.4605375, -3.5903463 40.4599167, -3.5897627 40.4594945, -3.5890541 40.4600258, -3.5907497 40.4607831, -3.5905606 40.4610373, -3.5903557 40.4611662, -3.5900693 40.4610707, -3.5899228 40.4609977, -3.5899641 40.4609444, -3.5896005 40.4607865, -3.5894121 40.461039, -3.589871 40.4612508, -3.5903825 40.4615476, -3.5921645 40.4607281, -3.5921807 40.4607059))",,,,,,school,,,,Colegio Público Ciudad de Zaragoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[252111541, 252111542, 252111543, 252111544, 252111545, 252111547, 252114425, 255104819, 255104816, 255104817, 255104805, 255104818, 255104806, 255104807, 258068939, 252111549, 252111551, 252111541]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23290850,,"POLYGON ((-3.5907497 40.4607831, -3.5905606 40.4610373, -3.5903557 40.4611662, -3.5900693 40.4610707, -3.5899228 40.4609977, -3.5899641 40.4609444, -3.5896005 40.4607865, -3.5894121 40.461039, -3.5894755 40.4610689, -3.5890649 40.4614605, -3.5885559 40.4611503, -3.5879746 40.4609202, -3.5891056 40.4600494, -3.5907497 40.4607831))",,,,,,school,,,,Instituto Alameda de Osuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[252114425, 255104819, 255104816, 255104817, 255104805, 255104818, 255104806, 255104807, 255104808, 252114426, 252114427, 252114428, 252114429, 252114425]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23352209,,"POLYGON ((-3.5980201 40.4504161, -3.5979853 40.4513623, -3.5981291 40.4518289, -3.5972723 40.4518885, -3.5975906 40.4527146, -3.5978476 40.4526054, -3.5991887 40.4524924, -3.5993582 40.452445, -3.5994678 40.452482, -3.600104 40.4524768, -3.6011222 40.4523803, -3.6011558 40.4516901, -3.6011733 40.4513456, -3.6004572 40.4507941, -3.6004057 40.4505982, -3.6003858 40.450542, -3.6000109 40.4505524, -3.5996761 40.4505524, -3.5980201 40.4504161))",Madrid,119,28042,Avenida de América,,school,ies.barajas.madrid@educa.madrid.org,+34917420251,2,Instituto de Educación Secundaria Barajas,Comunidad de Madrid,public,+34917426211,28019971,IES Barajas,http://www.educa.madrid.org/ies.barajas.madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[252859249, 252859250, 252859251, 252859252, 252859253, 252859254, 3098830856, 252859255, 3098830855, 3098830854, 252859256, 2628979044, 252859257, 252859258, 2628979045, 252859259, 252859260, 252859261, 252859249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23372574,,"POLYGON ((-3.6396341 40.4715563, -3.6402992 40.4724621, -3.6418286 40.4725633, -3.6418251 40.4721541, -3.6428537 40.4721476, -3.6428692 40.4715601, -3.6396341 40.4715563))",,,,,,school,,,,CES Escuela Superior de Imágen y Sonido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[253070732, 253070733, 253070734, 253070735, 253070736, 253070737, 253070732]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23372896,,"POLYGON ((-3.6354241 40.4697486, -3.6353828 40.469971, -3.635555 40.4700684, -3.6355794 40.470069, -3.6355688 40.4701241, -3.6355623 40.4701582, -3.6356126 40.4701638, -3.6362269 40.4707685, -3.6375654 40.4708994, -3.6376574 40.4709084, -3.6376989 40.4706717, -3.6374597 40.4706474, -3.6373075 40.4706322, -3.6372567 40.4705678, -3.6372977 40.4702981, -3.6371663 40.470286, -3.6371735 40.4702464, -3.6372323 40.4699247, -3.6354241 40.4697486))",,1,28033,Calle Nevado del Ruiz,,school,ies.garciamarquez.madrid@educa.madrid.org,+34913816423,2,Instituto de Educación Secundaria Gabriel García Márquez,Comunidad de Madrid,public,+34913812820;+34913812826,28039888,IES Gabriel García Márquez,http://www.educa.madrid.org/ies.garciamarquez.madrid,es;en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[253072566, 253072567, 253072568, 253072569, 253072587, 253072570, 254954897, 254955054, 3613379514, 254955055, 254955056, 10808076023, 254955057, 253072571, 3613376992, 254955509, 10808076083, 253072572, 253072566]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23373452,,"POLYGON ((-3.6513131 40.4781001, -3.6501092 40.4784339, -3.6498765 40.4779276, -3.6505711 40.4777241, -3.650897 40.4776286, -3.6510617 40.4775763, -3.6513131 40.4781001))",,21,28033,Calle de Santa Adela,,school,cp.seneca.madrid@educa.madrid.org,+34913817216,0;1,Colegio de Educación Infantil y Primaria Filósofo Séneca,Comunidad de Madrid,public,+34917638145,28021291,CEIP Filósofo Séneca,http://www.educa.madrid.org/cp.seneca.madrid,es;en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[253076498, 253076499, 253076500, 4663330111, 4663330112, 253076501, 253076498]",Q2054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23373472,,"POLYGON ((-3.6512652 40.4779947, -3.6516048 40.4778928, -3.6528004 40.4775341, -3.6529002 40.4774748, -3.6527361 40.4771408, -3.6527187 40.4771074, -3.6526912 40.4770545, -3.6526641 40.4769975, -3.6526209 40.4770105, -3.6513326 40.477399, -3.6513481 40.4774249, -3.6513655 40.4774628, -3.6513608 40.4774904, -3.6513333 40.4775251, -3.6512984 40.4775424, -3.6512528 40.4775394, -3.651226 40.4775271, -3.6511631 40.4775451, -3.651067 40.4775725, -3.6512652 40.4779947))",,70,28033,Calle de Abizanda,,school,ies.rosachacel.madrid@educa.madrid.org,+34917646902,2,Instituto de Educación Secundaria Rosa Chacel,Comunidad de Madrid,public,+34913821905;+34913821322,28037028,IES Rosa Chacel,http://www.educa.madrid.org/ies.rosachacel.madrid,,,,Colegio Público Pedro Salinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[253076744, 4688891721, 1137331629, 253076745, 3625611636, 4659736762, 3625611631, 253076746, 4659736761, 253076747, 4663330163, 4663330162, 4663330165, 4663330159, 4663330160, 4663330161, 4663330158, 4663330157, 4663330164, 253076744]",Q468852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23500114,,"POLYGON ((-3.7138463 40.4911979, -3.7134654 40.4916924, -3.7136347 40.4920133, -3.7137862 40.4924404, -3.7148458 40.4922204, -3.7147393 40.4912638, -3.7147167 40.4910605, -3.713956 40.4911806, -3.7138463 40.4911979))",,22,28034,Calle de La Masó,,school,cp.mirasierra.madrid@educa.madrid.org,+34917350356,0;1,Colegio de Educación Infantil y Primaria Mirasierra,Comunidad de Madrid,public,+34917345665,28038343,CEIP Mirasierra,http://www.educa.madrid.org/cp.mirasierra.madrid,es;en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[254499229, 254499230, 1695020971, 254499231, 254499232, 4742311097, 254499233, 4742311095, 254499229]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23500152,,"POLYGON ((-3.7148501 40.4922231, -3.7149287 40.4922062, -3.7150537 40.4926154, -3.7161755 40.4922298, -3.7161166 40.4922369, -3.7160975 40.4920773, -3.7160666 40.4918917, -3.7160144 40.4915725, -3.7159845 40.4912938, -3.7159771 40.4909567, -3.7159313 40.4908976, -3.7158734 40.4908823, -3.7157999 40.4908908, -3.7147256 40.4910578, -3.7147974 40.4917298, -3.7148501 40.4922231))",,4,28034,Calle de la Portera del Cura,,school,ies.mirasierra.madrid@educa.madrid.org,+34913720171,2,Instituto de Educación Secundaria Mirasierra,Comunidad de Madrid,public,+34917346532;+34917341876,28038355,IES Mirasierra,http://www.educa.madrid.org/ies.mirasierra.madrid,es;en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[254499440, 254499441, 254499442, 254499444, 3985023371, 3985023370, 3985023369, 254499445, 3985023368, 254499446, 254499447, 3985023372, 254499448, 3985023373, 4742311084, 254499440]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23502508,,"POLYGON ((-3.69885 40.493223, -3.6989218 40.4946525, -3.6987332 40.4946573, -3.6988981 40.4953902, -3.6990932 40.4958916, -3.6992992 40.495827, -3.699352 40.4956342, -3.6995613 40.4954404, -3.6997487 40.4953835, -3.7003436 40.4952354, -3.7002522 40.4947916, -3.6997842 40.4941559, -3.6989301 40.4931944, -3.698896 40.4932066, -3.69885 40.493223))",,3,28034,Travesía de Costa Brava,,school,cc.sjvedruna.madrid@educa.madrid.org,+34917344007,0;1;2,"Centro Privado de Educación Infantil, Primaria y Secundaria Fec Santa Joaquina de Vedruna",,private,+34917340690,28019348,CPEIPS Fec Santa Joaquina de Vedruna,http://www.educa.madrid.org/cc.sjvedruna.madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[254530765, 2372791013, 2372791012, 254530766, 254530767, 254530768, 254530769, 2372791016, 254530770, 254530771, 254530772, 7207646646, 7207646648, 7207646647, 254530765]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23502514,,"POLYGON ((-3.7044419 40.4978285, -3.7039305 40.497636, -3.7039862 40.4975431, -3.7039284 40.4975202, -3.7039532 40.4974839, -3.703923 40.4974719, -3.7039864 40.4973792, -3.7040212 40.4973295, -3.7040031 40.4973214, -3.7039809 40.497312, -3.7042451 40.4968928, -3.7042264 40.4968856, -3.7041622 40.4968626, -3.7027106 40.4963192, -3.7024227 40.4961946, -3.702283 40.4961036, -3.7022532 40.4960841, -3.7021098 40.4962746, -3.702059 40.4963705, -3.7018639 40.4965623, -3.7017832 40.4965634, -3.7017803 40.4966446, -3.7016384 40.4967801, -3.7015479 40.4968041, -3.7014406 40.4968326, -3.7012576 40.4968247, -3.7011332 40.4967763, -3.7010747 40.4967037, -3.7009016 40.4971343, -3.7007412 40.4974477, -3.7017374 40.4981436, -3.7031164 40.4991068, -3.7044419 40.4978285))",,,,,fence,school,,,,Colegio de Fomento El Prado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7159555210, 7159555185, 5643589600, 5643589601, 5643589602, 5643589603, 5643589604, 7159507779, 7159555212, 7159507756, 254530779, 7159507765, 7159507762, 254530780, 7159497373, 7159497367, 254530773, 7159497368, 7159497370, 7159497379, 7159497375, 7159497374, 7159497376, 7173248948, 7159497366, 254530775, 7159497377, 1137265058, 1137264981, 254530776, 7159497371, 254530777, 7159555210]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23525435,,"POLYGON ((-3.6453291 40.4470526, -3.6451726 40.4469808, -3.6450287 40.4469058, -3.6455243 40.4463044, -3.6458223 40.4464389, -3.6456194 40.4466923, -3.6455101 40.4468271, -3.6453291 40.4470526))",,17,28027,Calle del Marqués de Portugalete,,school,cc.agora.madrid@educa.madrid.org,+34917421813,0;1;2,"Centro Privado de Educación Infantil, Primaria y Secundaria Ágora",,private,+34917421891,28018061,CPEIPS Ágora,http://www.educa.madrid.org/cc.agora.madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[254754121, 4781729053, 254754122, 254754123, 254754127, 4781729047, 4781729046, 254754121]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23526055,,"POLYGON ((-3.640148 40.4419277, -3.640376 40.4422523, -3.6399669 40.4424252, -3.6397391 40.4421035, -3.640148 40.4419277))",,5,28027,Calle de López de Aranda,,school,cc.nuevoequipo.madrid@educa.madrid.org,,0;1;2,"Centro Privado de Educación Infantil, Primaria y Secundaria Colegio Nuevo Equipo",,private,+34917421611;+34917421699,28007309,CPEIPS Colegio Nuevo Equipo,http://www.educa.madrid.org/cc.nuevoequipo.madrid,es;en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[254760516, 254760518, 254760520, 254760521, 254760516]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23548723,,"POLYGON ((-3.6536706 40.4717565, -3.6535 40.4712879, -3.6541526 40.470545, -3.6543607 40.4707337, -3.6544423 40.470812, -3.6545184 40.470876, -3.6546067 40.470942, -3.6546575 40.47097, -3.654711 40.4709918, -3.6547683 40.4710125, -3.6549411 40.4714838, -3.6548385 40.4715078, -3.6536706 40.4717565))",,23,28033,Avenida de San Luis,,school,cp.pinardelrey.madrid@educa.madrid.org,+34917680970,0;1,Colegio de Educación Infantil y Primaria Pinar del Rey,Comunidad de Madrid,public,+34917664763,28006068,CEIP Pinar del Rey,http://www.educa.madrid.org/cp.pinardelrey.madrid,es;en,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEIP Pinar del Rey,,,,,,,,,,,,,,,,,,"[1742815981, 254996935, 254996936, 8701434243, 8701434247, 8701434244, 8701434245, 8701434246, 254996937, 254996938, 254996939, 1742815966, 1742815981]",Q10349788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23569789,,"POLYGON ((-3.6367561 40.4365213, -3.6366703 40.4365473, -3.6365821 40.4365735, -3.6364968 40.4365979, -3.6360937 40.4367233, -3.635956 40.4365299, -3.6359018 40.4364537, -3.6358909 40.4364384, -3.6365688 40.4362659, -3.6367561 40.4365213))",,17,28037,Calle de los Hermanos García Noblejas,,school,cc.jmnscaridaddelcobre.madrid@educa.madrid.org,+34911305633,0;1,Centro Privado de Educación Infantil y Primaria Jesús María-nuestra Señora Caridad del Cobre,,private,+34913670456;+34913674645,28032225,CPEIP Jesús María-nuestra Señora Caridad del Cobre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[255252625, 9531272198, 9531272196, 4424978711, 255252627, 4424980800, 4424980799, 255252628, 255252630, 255252625]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23783066,Potlatch 0.9c,"POLYGON ((-3.5854055 40.4727573, -3.5843593 40.4730424, -3.5840873 40.4724303, -3.5851289 40.4721577, -3.5854055 40.4727573))",,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[257689769, 257689770, 257689771, 257689772, 257689769]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23859050,,"POLYGON ((-3.7167157 40.482695, -3.7166282 40.4828446, -3.7165451 40.4830276, -3.7166668 40.4830734, -3.7169386 40.4836681, -3.717423 40.4837198, -3.7175383 40.4840913, -3.7174678 40.4847322, -3.7182093 40.4847835, -3.7181316 40.4852626, -3.7186227 40.4853762, -3.718874 40.4853996, -3.7190984 40.485478, -3.7196361 40.4855029, -3.7196347 40.4855365, -3.72 40.4855302, -3.7200684 40.485009, -3.7201161 40.4848792, -3.7201369 40.4843962, -3.7198124 40.4841897, -3.7198127 40.4837914, -3.7197121 40.4834658, -3.7196606 40.4834547, -3.7196201 40.4834373, -3.7196169 40.483396, -3.7196149 40.48311, -3.7195895 40.4829434, -3.7195528 40.4826981, -3.7195242 40.4826262, -3.7195304 40.4819266, -3.7193687 40.4818363, -3.7192401 40.4820222, -3.7189828 40.482102, -3.7186823 40.4821243, -3.7179985 40.482388, -3.7177982 40.4824398, -3.7175951 40.4824924, -3.7168938 40.4826533, -3.7167157 40.482695))",Madrid,242,28035,Avenida del Cardenal Herrera Oria,wall,school,cc.lasallesg.madrid@educa.madrid.org,+34917307493,0;1;2,"Centro Privado de Educación Infantil, Primaria y Secundaria La Salle-sagrado Corazón",,private,+34917385300;+34917391300,28008934,CPEIPS La Salle-sagrado Corazón,https://www.lasallesagradocorazon.es/,es;en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[258584065, 1695973862, 258584066, 258583663, 258583664, 258583665, 258583666, 258583667, 258583668, 258583669, 258583670, 258583671, 258583672, 258583673, 258583674, 258583675, 258583676, 258583677, 258583678, 2691375003, 2682336704, 2682336705, 258583682, 1977206345, 258583683, 258583685, 258583686, 258583687, 258583688, 258583689, 258583691, 258583692, 258583693, 258583694, 258583695, 4309733418, 258583696, 1975212356, 258584065]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24225988,,"POLYGON ((-3.6602312 40.4881059, -3.6599409 40.488017, -3.6598681 40.4880376, -3.6598155 40.4881131, -3.6589921 40.4871417, -3.6590721 40.4871006, -3.6594963 40.487161, -3.6599397 40.4872333, -3.660382 40.4873012, -3.6607684 40.4873544, -3.6607821 40.4873819, -3.6605508 40.4875119, -3.6604292 40.4874737, -3.6603394 40.4876348, -3.6604448 40.4876694, -3.6604965 40.4879545, -3.6602312 40.4881059))",,55,28050,Avenida de Manoteras,fence,school,ies.ramonycajal.madrid@educa.madrid.org,+34917665080,2,Instituto de Educación Secundaria Ramón y Cajal,Comunidad de Madrid,public,+34917660911;+34917665404,28030150,IES Ramón y Cajal,http://www.educa.madrid.org/ies.ramonycajal.madrid,es;en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[262307091, 6739648099, 6739648098, 2146469760, 2146469902, 2146469722, 6739648097, 3350750053, 6404854185, 262307087, 6739648101, 262307088, 262307089, 6739648102, 262307090, 6739648100, 262307091]",,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
